0.044200,0.000348091125488;
0.044200,0.000808000564575;
0.022100,0.00119400024414;
0.088400,0.00160598754883;
0.066300,0.00194716453552;
0.066300,0.00230813026428;
0.022100,0.00262713432312;
0.066300,0.00302505493164;
0.110500,0.00335812568665;
0.044200,0.00369310379028;
0.066300,0.00404214859009;
0.066300,0.00438809394836;
0.044200,0.00474715232849;
0.088400,0.00508403778076;
0.066300,0.00541996955872;
0.044200,0.00581002235413;
0.088400,0.00614404678345;
0.022100,0.00653505325317;
0.022100,0.00690817832947;
0.000000,0.00727605819702;
0.022100,0.00760912895203;
0.044200,0.00797414779663;
0.066300,0.00833606719971;
0.066300,0.00869417190552;
0.022100,0.00904297828674;
0.022100,0.00937414169312;
0.066300,0.00970816612244;
0.044200,0.0100371837616;
0.044200,0.0103681087494;
0.088400,0.0106801986694;
0.088400,0.0110399723053;
0.000000,0.0113871097565;
0.110500,0.0117650032043;
0.066300,0.0121290683746;
0.110500,0.0124940872192;
0.066300,0.0128719806671;
0.044200,0.0132231712341;
0.044200,0.0136029720306;
0.066300,0.0139331817627;
0.044200,0.0142631530762;
0.044200,0.01460313797;
0.088400,0.0149631500244;
0.044200,0.0153141021729;
0.088400,0.0156691074371;
0.066300,0.0160319805145;
0.110500,0.0164129734039;
0.044200,0.0168471336365;
0.022100,0.01722407341;
0.044200,0.017608165741;
0.088400,0.0179810523987;
0.088400,0.0183501243591;
0.088400,0.0187120437622;
0.022100,0.0191311836243;
0.066300,0.0206551551819;
0.066300,0.0214121341705;
0.044200,0.0218901634216;
0.066300,0.0223710536957;
0.132600,0.0228571891785;
0.000000,0.0234501361847;
0.044200,0.0240681171417;
0.066300,0.0246250629425;
0.066300,0.0250341892242;
0.044200,0.0254311561584;
0.110500,0.0258281230927;
0.066300,0.0262091159821;
0.066300,0.0266180038452;
0.088400,0.0269820690155;
0.044200,0.0273480415344;
0.110500,0.027713060379;
0.110500,0.0280699729919;
0.022100,0.0284240245819;
0.066300,0.0288140773773;
0.044200,0.029167175293;
0.066300,0.0295221805573;
0.066300,0.029883146286;
0.000000,0.0302441120148;
0.088400,0.0306091308594;
0.088400,0.0309751033783;
0.044200,0.0313301086426;
0.088400,0.0316870212555;
0.000000,0.0320510864258;
0.000000,0.0324130058289;
0.088400,0.0328080654144;
0.022100,0.0331649780273;
0.044200,0.033509016037;
0.066300,0.0338621139526;
0.044200,0.0342161655426;
0.022100,0.034609079361;
0.044200,0.0349671840668;
0.044200,0.0353231430054;
0.044200,0.0356831550598;
0.044200,0.0360350608826;
0.066300,0.0363869667053;
0.044200,0.0368101596832;
0.088400,0.0371880531311;
0.066300,0.0376091003418;
