0.088400,0.000440835952759;
0.088400,0.0022439956665;
0.088400,0.00399994850159;
0.066300,0.00611901283264;
0.044200,0.00830984115601;
0.088400,0.0104219913483;
0.110500,0.0125749111176;
0.066300,0.0148990154266;
0.044200,0.0172090530396;
0.088400,0.0197169780731;
0.066300,0.0220739841461;
0.022100,0.0241620540619;
0.044200,0.0262169837952;
0.022100,0.0283160209656;
0.066300,0.0304069519043;
0.022100,0.0324020385742;
0.044200,0.0344059467316;
0.066300,0.036406993866;
0.022100,0.0384340286255;
0.044200,0.0404658317566;
0.110500,0.0425119400024;
0.066300,0.04456782341;
0.044200,0.046707868576;
0.000000,0.0491979122162;
0.088400,0.0517108440399;
0.066300,0.0541770458221;
0.000000,0.0564389228821;
0.044200,0.0586619377136;
0.044200,0.0608789920807;
0.066300,0.0631680488586;
0.000000,0.0653460025787;
0.022100,0.0674040317535;
0.066300,0.0693979263306;
0.066300,0.0714008808136;
0.066300,0.0734689235687;
0.088400,0.0755519866943;
-0.022100,0.0776789188385;
0.066300,0.0797498226166;
0.022100,0.0821838378906;
0.044200,0.0845530033112;
0.022100,0.0867669582367;
0.066300,0.088812828064;
0.000000,0.0907888412476;
0.066300,0.0928950309753;
0.110500,0.095006942749;
0.022100,0.097158908844;
0.066300,0.0992038249969;
0.066300,0.101342916489;
0.000000,0.104632854462;
0.000000,0.108512878418;
0.044200,0.110982894897;
0.066300,0.113379001617;
0.066300,0.117866039276;
-0.022100,0.121994972229;
0.022100,0.124758005142;
0.066300,0.128025054932;
0.000000,0.129938840866;
0.066300,0.131728887558;
0.088400,0.133551836014;
0.066300,0.135668039322;
0.022100,0.137771844864;
0.088400,0.139617919922;
0.022100,0.14141702652;
0.022100,0.143244028091;
0.022100,0.145051956177;
0.022100,0.146901845932;
0.088400,0.14873290062;
0.000000,0.150832891464;
0.022100,0.153190851212;
0.088400,0.155447006226;
0.044200,0.157479047775;
0.022100,0.159533023834;
-0.022100,0.161588907242;
0.022100,0.163588047028;
0.000000,0.165561914444;
0.066300,0.16761803627;
0.110500,0.169536828995;
0.022100,0.171418905258;
0.066300,0.173249959946;
0.066300,0.175145864487;
0.088400,0.176977872849;
0.066300,0.1788418293;
0.022100,0.180685043335;
0.022100,0.182955980301;
0.066300,0.185438871384;
0.044200,0.187875032425;
-0.022100,0.189826011658;
0.044200,0.191740036011;
0.066300,0.193681001663;
0.044200,0.195638895035;
0.044200,0.19763302803;
0.022100,0.199632883072;
0.022100,0.201575040817;
0.088400,0.203532934189;
0.066300,0.205513000488;
0.044200,0.2075278759;
0.044200,0.209487915039;
0.000000,0.211447000504;
0.066300,0.21338891983;
0.066300,0.215834856033;
0.022100,0.218639850616;
0.022100,0.220943927765;
0.088400,0.222945928574;
0.022100,0.225361824036;
0.000000,0.227876901627;
0.022100,0.229984998703;
0.022100,0.232172012329;
0.044200,0.234421014786;
0.110500,0.236596822739;
0.066300,0.23863697052;
0.022100,0.240649938583;
0.044200,0.242640018463;
-0.066300,0.244577884674;
0.044200,0.246987819672;
0.022100,0.249524831772;
0.022100,0.251883983612;
-0.044200,0.253717899323;
0.022100,0.25586104393;
0.088400,0.258152008057;
-0.044200,0.260210990906;
0.022100,0.262346029282;
0.022100,0.264418840408;
0.088400,0.266512870789;
0.088400,0.268652915955;
0.044200,0.270848035812;
0.066300,0.273000955582;
0.088400,0.274955034256;
0.000000,0.276957035065;
0.044200,0.279203891754;
0.044200,0.28133392334;
0.000000,0.283720016479;
0.044200,0.285734891891;
0.088400,0.2877368927;
0.044200,0.289713859558;
0.044200,0.291713953018;
0.066300,0.293905973434;
-0.022100,0.296165943146;
0.088400,0.298154830933;
0.066300,0.300153970718;
0.000000,0.302156925201;
0.066300,0.304157018661;
0.022100,0.306179046631;
0.022100,0.308157920837;
