0.022100,0.000396966934204;
-0.022100,0.016820192337;
-0.044200,0.0337510108948;
0.000000,0.0516149997711;
-0.044200,0.0687441825867;
0.000000,0.0861661434174;
-0.022100,0.102712154388;
0.000000,0.120193004608;
-0.022100,0.136847019196;
-0.044200,0.153491973877;
-0.022100,0.170477151871;
0.000000,0.187868118286;
0.000000,0.205530166626;
0.022100,0.223257064819;
-0.066300,0.240638971329;
0.000000,0.258342027664;
0.022100,0.276435136795;
0.022100,0.293837070465;
-0.044200,0.312386035919;
-0.022100,0.329935073853;
-0.088400,0.347543001175;
0.000000,0.364786148071;
-0.088400,0.381873130798;
-0.022100,0.399011135101;
-0.044200,0.416700124741;
0.000000,0.434168100357;
-0.022100,0.452412128448;
0.044200,0.469573020935;
-0.066300,0.486798048019;
-0.066300,0.504132986069;
-0.022100,0.521646976471;
0.022100,0.539699077606;
-0.110500,0.556776046753;
-0.044200,0.57413315773;
-0.066300,0.591457128525;
-0.044200,0.608967065811;
-0.110500,0.625822067261;
-0.066300,0.643143177032;
-0.110500,0.660979986191;
-0.066300,0.678537130356;
-0.066300,0.695502996445;
-0.110500,0.712913990021;
-0.066300,0.730113983154;
-0.088400,0.747256994247;
-0.066300,0.763693094254;
-0.088400,0.780153989792;
0.000000,0.796878099442;
-0.044200,0.813682079315;
-0.132600,0.831186056137;
-0.154700,0.848757982254;
-0.044200,0.866717100143;
-0.066300,0.885155200958;
-0.132600,0.902760982513;
-0.198900,0.920654058456;
-0.353600,0.938825130463;
-0.464100,0.956663131714;
-0.530400,0.974586009979;
-0.618800,0.992063999176;
-0.618800,1.00931501389;
-0.596700,1.02570009232;
-0.508300,1.04245519638;
-0.574600,1.05941700935;
-0.464100,1.07666397095;
-0.508300,1.09437298775;
-0.508300,1.11165499687;
-0.552500,1.12890219688;
-0.596700,1.14603710175;
-1.016600,1.16415405273;
-2.475200,1.18023204803;
-0.088400,1.19827508926;
-13.392600,1.21645998955;
-8.596900,1.23468112946;
-42.290400,1.25394010544;
-42.577700,1.27301096916;
-45.008700,1.29097819328;
-39.572100,1.30975699425;
-76.766400,1.32886099815;
-69.672300,1.34709596634;
-104.457700,1.36599707603;
-102.048800,1.38497710228;
-119.773000,1.40426516533;
-113.364000,1.42384505272;
-127.043900,1.44313597679;
-122.159800,1.46304702759;
-133.276100,1.48214912415;
-130.137900,1.50101399422;
-139.419900,1.52033615112;
-135.375600,1.53859996796;
-144.989100,1.55773901939;
-143.685200,1.57714319229;
-152.923000,1.59630513191;
-152.237900,1.61532998085;
-153.055600,1.63223814964;
-153.807000,1.65096712112;
-154.447900,1.67065310478;
-155.862300,1.68783116341;
-157.431400,1.70701313019;
-159.884500,1.72592020035;
-162.403900,1.74539017677;
-164.790700,1.76416015625;
-167.089100,1.78234910965;
-168.989700,1.80103516579;
-170.669300,1.82072210312;
-171.884800,1.83980798721;
-172.592000,1.85843205452;
-173.011900,1.87520909309;
-173.498100,1.89281010628;
-174.382100,1.91022109985;
-175.531300,1.92950701714;
-176.459500,1.94945502281;
-177.454000,1.9689950943;
-179.398800,1.9885289669;
-182.271800,2.00804805756;
-188.305100,2.02828001976;
-198.670000,2.04723000526;
-211.841600,2.06571602821;
-227.864100,2.08419203758;
-253.234900,2.10329699516;
-277.080800,2.12472009659;
-287.622500,2.14293599129;
-291.777300,2.1619811058;
-293.258000,2.18176317215;
-292.970700,2.20040917397;
-297.876900,2.21783399582;
-298.716700,2.2370891571;
-299.556500,2.25605607033;
-299.092400,2.27570009232;
-303.866000,2.29317116737;
-306.606400,2.31222701073;
-310.518100,2.33177518845;
-314.916000,2.35216808319;
-317.214400,2.37086105347;
-319.004500,2.38962602615;
-320.507300,2.40916419029;
-321.170300,2.42779898643;
-325.568200,2.44506597519;
-326.076500,2.46389007568;
-331.115300,2.4807100296;
-332.154000,2.49968218803;
-333.480000,2.5190911293;
-335.292200,2.53754901886;
-337.016000,2.55722808838;
-338.761900,2.57706618309;
-339.999500,2.59659910202;
-340.596200,2.61611318588;
-344.419500,2.63390207291;
-344.773100,2.65420007706;
-347.447200,2.67050218582;
-347.447200,2.68863415718;
-350.806400,2.70570898056;
-351.867200,2.72557997704;
-353.480500,2.74610519409;
-355.138000,2.76519107819;
-356.397700,2.78452301025;
-358.651900,2.80477809906;
-361.060800,2.82548213005;
-363.182400,2.84475302696;
-365.569200,2.8643860817;
-366.165900,2.88326001167;
-370.143900,2.90083503723;
-369.922900,2.91971516609;
-373.746200,2.93681001663;
-373.945100,2.95634508133;
-379.845800,2.97290706635;
-381.812700,2.99190306664;
-383.580700,3.01064801216;
-385.171900,3.02934598923;
-385.790700,3.04846310616;
-390.895800,3.06556200981;
-391.647200,3.08401107788;
-394.343400,3.10375213623;
-396.840700,3.12333798409;
-400.531400,3.14397406578;
-389.017300,3.16562700272;
-430.998300,3.18637800217;
-406.290500,3.20886898041;
-428.191600,3.23252415657;
-403.528000,3.25486397743;
-418.423400,3.27933597565;
-396.862800,3.30099797249;
-430.269000,3.32151198387;
-410.688400,3.34244918823;
-430.070100,3.36567211151;
-409.959100,3.38703918457;
-429.650200,3.4092810154;
-409.008800,3.43162608147;
-431.130900,3.45543718338;
-411.108300,3.47770118713;
-431.462400,3.50018501282;
-412.500600,3.52230215073;
-430.070100,3.54560112953;
-413.716100,3.56666207314;
-443.617400,3.59100008011;
-423.241200,3.61245512962;
-449.960100,3.63645219803;
-426.799300,3.65903806686;
-452.678400,3.68239808083;
-434.158600,3.70345902443;
-464.170400,3.72689819336;
-452.700500,3.74874615669;
-472.015900,3.77249717712;
-463.153800,3.79355716705;
-477.297800,3.81799411774;
-457.297300,3.84084701538;
-474.690000,3.86492204666;
-459.087400,3.88787603378;
-470.888800,3.91106319427;
-442.004100,3.93336701393;
-462.247700,3.95763397217;
-439.263700,3.9790930748;
-457.231000,4.00181412697;
-428.965100,4.02185297012;
-442.843900,4.04383802414;
-402.931300,4.06612610817;
-398.577600,4.08958506584;
-405.892700,4.11031103134;
-361.989000,4.13281202316;
-368.331700,4.15478420258;
-352.994300,4.17431616783;
-355.381100,4.19361710548;
-335.115400,4.21258020401;
-333.877800,4.23151707649;
-330.894300,4.2508699894;
-329.678800,4.27032518387;
-328.065500,4.28910517693;
-324.308500,4.30827307701;
-318.010000,4.32776808739;
-309.170000,4.34772014618;
-300.109000,4.36589312553;
-294.230400,4.38539814949;
-291.887800,4.40494704247;
-291.291100,4.42433810234;
-289.169500,4.44098305702;
-290.009300,4.45955610275;
-270.848600,4.47863006592;
-277.036600,4.49886608124;
-262.892600,4.51744818687;
-270.185600,4.53665804863;
-258.030600,4.5560631752;
-265.765600,4.57540106773;
-254.207300,4.59444713593;
-264.550100,4.61331796646;
-253.234900,4.63217806816;
-263.312500,4.65140008926;
-251.621600,4.67045807838;
-261.367700,4.68879008293;
-247.776200,4.70780611038;
-259.135600,4.726375103;
-247.267900,4.74585413933;
-257.986400,4.76521015167;
-245.941900,4.78315806389;
-256.572000,4.80154013634;
-244.549600,4.820510149;
-254.671400,4.84016919136;
-241.234600,4.85887503624;
-251.577400,4.87799215317;
-238.008000,4.89705610275;
-248.461300,4.91535806656;
-233.897400,4.93376612663;
-243.157300,4.95176815987;
