-0.066300,0.000401973724365;
0.044200,0.0170691013336;
0.000000,0.0344450473785;
-0.044200,0.0521900653839;
0.000000,0.0696129798889;
-0.022100,0.0879929065704;
0.000000,0.104699134827;
0.022100,0.122304916382;
0.000000,0.138857126236;
-0.044200,0.156049966812;
-0.022100,0.173393964767;
0.044200,0.190347909927;
0.066300,0.207629919052;
-0.022100,0.224966049194;
0.000000,0.242784976959;
0.044200,0.261280059814;
-0.022100,0.278904914856;
0.022100,0.295608043671;
-0.022100,0.31281709671;
0.000000,0.330404996872;
0.000000,0.348024129868;
-0.044200,0.365340948105;
0.000000,0.38288807869;
-0.066300,0.400470972061;
-0.066300,0.418023109436;
-0.022100,0.435349941254;
0.022100,0.45232796669;
0.000000,0.469558000565;
-0.044200,0.486439943314;
0.044200,0.503065109253;
-0.022100,0.520587921143;
-0.022100,0.537900924683;
-0.088400,0.555391073227;
0.000000,0.573482036591;
-0.022100,0.590440988541;
-0.022100,0.607306003571;
-0.066300,0.624154090881;
0.022100,0.641709089279;
0.000000,0.659169912338;
0.022100,0.677088022232;
0.066300,0.695131063461;
-0.044200,0.712271928787;
0.044200,0.728968143463;
0.022100,0.745703935623;
0.000000,0.762769937515;
0.044200,0.780146121979;
-0.044200,0.798010110855;
-0.022100,0.816095113754;
0.000000,0.833828926086;
-0.022100,0.851886987686;
-0.022100,0.86985206604;
0.000000,0.887012958527;
0.044200,0.903957128525;
0.000000,0.921107053757;
0.000000,0.93870806694;
0.088400,0.956618070602;
0.022100,0.973598003387;
0.066300,0.991230010986;
0.000000,1.00850391388;
0.044200,1.0254509449;
0.022100,1.0428879261;
-0.044200,1.06016302109;
-0.088400,1.07757592201;
-0.022100,1.09444093704;
0.000000,1.11066412926;
-0.022100,1.12779808044;
0.022100,1.14412808418;
0.022100,1.16029596329;
0.000000,1.17621302605;
-0.022100,1.19234108925;
0.000000,1.20876312256;
0.000000,1.22573304176;
-0.044200,1.24269199371;
0.000000,1.25989699364;
0.066300,1.27801012993;
-0.044200,1.2948539257;
0.044200,1.31168007851;
