0.022100,0.000410079956055;
0.000000,0.0140109062195;
0.044200,0.0275270938873;
0.044200,0.0411269664764;
0.088400,0.0549449920654;
0.044200,0.0689771175385;
0.022100,0.0830631256104;
0.044200,0.0971779823303;
0.000000,0.111516952515;
0.022100,0.12543797493;
-0.022100,0.138938903809;
0.000000,0.152498960495;
0.044200,0.166449069977;
0.066300,0.180431127548;
0.000000,0.194648981094;
0.022100,0.209114074707;
-0.022100,0.223505973816;
0.000000,0.238060951233;
0.022100,0.252237081528;
0.022100,0.266212940216;
0.022100,0.280486106873;
0.022100,0.294302940369;
0.066300,0.308541059494;
0.000000,0.323085069656;
0.000000,0.337029933929;
0.000000,0.351301908493;
0.044200,0.365287065506;
0.000000,0.37960100174;
0.022100,0.394083023071;
0.000000,0.408514976501;
0.044200,0.422701120377;
0.022100,0.437336921692;
0.066300,0.451581954956;
0.000000,0.465397119522;
0.044200,0.479362010956;
0.000000,0.49397110939;
0.022100,0.508594036102;
0.066300,0.52273106575;
0.000000,0.537202119827;
0.088400,0.551100969315;
0.044200,0.565083026886;
0.066300,0.579309940338;
-0.044200,0.593358039856;
0.022100,0.607912063599;
0.022100,0.622493982315;
0.022100,0.637100934982;
0.022100,0.651408910751;
0.022100,0.665447950363;
0.044200,0.679724931717;
0.000000,0.693933010101;
0.000000,0.708487033844;
0.044200,0.722510099411;
0.044200,0.737170934677;
0.022100,0.751492023468;
0.044200,0.76608300209;
0.022100,0.780117988586;
0.088400,0.794115066528;
0.066300,0.80854511261;
-0.066300,0.823247909546;
-0.044200,0.837799072266;
0.066300,0.851602077484;
0.044200,0.865770101547;
0.000000,0.879935026169;
0.022100,0.893896102905;
0.022100,0.908148050308;
0.022100,0.922337055206;
0.088400,0.936374902725;
0.000000,0.951158046722;
0.022100,0.96563410759;
0.022100,0.979993104935;
0.022100,0.993923902512;
0.066300,1.0082681179;
0.000000,1.02256011963;
0.022100,1.03667902946;
0.088400,1.05083107948;
0.044200,1.06477999687;
0.044200,1.07920789719;
0.000000,1.09341406822;
0.044200,1.1078619957;
0.044200,1.12159895897;
0.044200,1.13571500778;
0.110500,1.15022802353;
0.044200,1.16453194618;
-0.022100,1.17780900002;
0.044200,1.19091701508;
0.022100,1.20432305336;
0.000000,1.21807312965;
-0.044200,1.23224401474;
0.000000,1.24656510353;
0.066300,1.26068091393;
0.044200,1.27446103096;
0.022100,1.28811812401;
0.066300,1.30263495445;
0.022100,1.31686091423;
0.022100,1.33151602745;
0.044200,1.34580898285;
0.066300,1.35999894142;
0.066300,1.37477207184;
-0.022100,1.38824391365;
0.022100,1.40192604065;
0.066300,1.41560912132;
0.066300,1.42996191978;
0.000000,1.44394302368;
0.044200,1.45800590515;
0.044200,1.47257304192;
0.022100,1.48677611351;
0.000000,1.50056099892;
0.000000,1.51488494873;
0.022100,1.52914810181;
0.000000,1.54300093651;
0.022100,1.55702209473;
-0.044200,1.57138395309;
-0.044200,1.58576202393;
0.000000,1.59932994843;
-0.044200,1.61280608177;
-0.044200,1.62651395798;
-0.176800,1.64022302628;
-0.265200,1.65420794487;
-0.442000,1.66781210899;
-0.906100,1.6817150116;
-1.502800,1.69574213028;
-2.033200,1.70962095261;
-2.475200,1.72407913208;
-2.983500,1.73848891258;
-3.646500,1.75292205811;
-4.353700,1.76679110527;
-4.950400,1.78121995926;
-5.657600,1.79577803612;
-6.431100,1.81021690369;
14.608100,1.82670497894;
-12.950600,1.84323906898;
4.795700,1.85947108269;
-14.630200,1.8761639595;
4.287400,1.89310693741;
-16.110900,1.90992498398;
-1.502800,1.92654109001;
-22.829300,1.9431540966;
-11.713000,1.95963001251;
-37.923600,1.97577595711;
-33.105800,1.99171304703;
-95.604600,2.00768709183;
-101.284300,2.02357602119;
-76.200800,2.03967404366;
-168.335700,2.05624604225;
-146.169400,2.07308697701;
-166.214100,2.08951807022;
-129.152400,2.10629200935;
-173.904900,2.12166500092;
-144.931800,2.13653111458;
-167.164400,2.15163898468;
-135.406700,2.16695594788;
-175.076200,2.18254590034;
-152.291100,2.19884610176;
-179.341500,2.21550703049;
-153.970700,2.23147392273;
-187.319600,2.24795007706;
-175.584500,2.26446700096;
-199.761900,2.28073501587;
-190.877700,2.29729509354;
